Image File,Caption,Tokenized Caption,Encoded Tokens
img/insta5266,<start> no makeup on screen  coming soon  <end>,"['<start>', 'no', 'makeup', 'on', 'screen', 'coming', 'soon', '<end>']","[2, 74, 336, 17, 2886, 120, 136, 3]"
img/insta5267,<start> earlier todayy  <end>,"['<start>', 'earlier', 'todayy', '<end>']","[2, 733, 6138, 3]"
img/insta5269,<start> OOTD/OOTN  <end>,"['<start>', 'ootd/ootn', '<end>']","[2, 6139, 3]"
img/insta5270,<start> Mother daughter duties  <end>,"['<start>', 'mother', 'daughter', 'duties', '<end>']","[2, 672, 889, 3850, 3]"
img/insta5274,<start> next stop  <end>,"['<start>', 'next', 'stop', '<end>']","[2, 191, 200, 3]"
img/insta5276,<start> The oldest & wisest of us all  <end>,"['<start>', 'the', 'oldest', '&', 'wisest', 'of', 'us', 'all', '<end>']","[2, 5, 3851, 25, 6140, 19, 109, 32, 3]"
img/insta5277,<start> Heliboarding . Oh & gotta dye these roots black asap  <end>,"['<start>', 'heliboarding', '.', 'oh', '&', 'got', 'ta', 'dye', 'these', 'roots', 'black', 'asap', '<end>']","[2, 6141, 1, 87, 25, 63, 1, 2803, 75, 1539, 190, 2887, 3]"
img/insta5279,<start> front camera round 2  <end>,"['<start>', 'front', 'camera', 'round', '2', '<end>']","[2, 585, 494, 636, 93, 3]"
img/insta5280,<start> thank u Phillip Lim. Dope show   <end>,"['<start>', 'thank', 'u', 'phillip', 'lim', '.', 'dope', 'show', '<end>']","[2, 27, 35, 3852, 3853, 1, 899, 104, 3]"
img/insta5281,<start> Phillip Lim  <end>,"['<start>', 'phillip', 'lim', '<end>']","[2, 3852, 3853, 3]"
img/insta5282,<start> Happy Valentines  <end>,"['<start>', 'happy', 'valentines', '<end>']","[2, 21, 1379, 3]"
img/insta5283,<start> sorry it was between you or my baby Khlo lol   <end>,"['<start>', 'sorry', 'it', 'was', 'between', 'you', 'or', 'my', 'baby', 'khlo', 'lol', '<end>']","[2, 478, 20, 73, 2135, 7, 146, 4, 38, 1611, 53, 3]"
img/insta5284,<start> Kanye X Adidas. Thank u to Yé for believing in me  <end>,"['<start>', 'kanye', 'x', 'adidas', '.', 'thank', 'u', 'to', 'yé', 'for', 'believing', 'in', 'me', '<end>']","[2, 509, 48, 705, 1, 27, 35, 9, 3854, 15, 6142, 10, 14, 3]"
img/insta5285,<start> for the love of New York City  <end>,"['<start>', 'for', 'the', 'love', 'of', 'new', 'york', 'city', '<end>']","[2, 15, 5, 11, 19, 23, 316, 223, 3]"
img/insta5286,<start> Just decided to make my child an Instagram follow him   <end>,"['<start>', 'just', 'decided', 'to', 'make', 'my', 'child', 'an', 'instagram', 'follow', 'him', '<end>']","[2, 31, 6143, 9, 114, 4, 799, 130, 731, 259, 256, 3]"
img/insta5287,<start> okay sisters I see you! On my way   <end>,"['<start>', 'okay', 'sisters', 'i', 'see', 'you', '!', 'on', 'my', 'way', '<end>']","[2, 1003, 183, 6, 70, 7, 133, 17, 4, 110, 3]"
img/insta5289,<start> Ok last pic   <end>,"['<start>', 'ok', 'last', 'pic', '<end>']","[2, 635, 60, 150, 3]"
img/insta5293,<start> last night GQ  <end>,"['<start>', 'last', 'night', 'gq', '<end>']","[2, 60, 26, 743, 3]"
img/insta5294,<start> after party  <end>,"['<start>', 'after', 'party', '<end>']","[2, 197, 116, 3]"
img/insta5298,<start> Dreads  <end>,"['<start>', 'dreads', '<end>']","[2, 3855, 3]"
img/insta5299,<start> $$  <end>,"['<start>', '$', '$', '<end>']","[2, 1838, 1838, 3]"
img/insta5301,<start> more from shot by & styled by  <end>,"['<start>', 'more', 'from', 'shot', 'by', '&', 'styled', 'by', '<end>']","[2, 72, 52, 176, 28, 25, 1385, 28, 3]"
img/insta5304,<start> & mood  <end>,"['<start>', '&', 'mood', '<end>']","[2, 25, 213, 3]"
img/insta5305,<start> comin soooon  <end>,"['<start>', 'comin', 'soooon', '<end>']","[2, 958, 2729, 3]"
img/insta5306,<start> When no one wants to sit in the back seat  <end>,"['<start>', 'when', 'no', 'one', 'wants', 'to', 'sit', 'in', 'the', 'back', 'seat', '<end>']","[2, 57, 74, 56, 900, 9, 1359, 10, 5, 51, 1848, 3]"
img/insta5307,<start> Teal 4 everrrr. Get urs Bellamihair.com  <end>,"['<start>', 'teal', '4', 'everrrr', '.', 'get', 'urs', 'bellamihair.com', '<end>']","[2, 6145, 296, 6146, 1, 64, 3856, 1, 3]"
img/insta5309,<start> Mnday  <end>,"['<start>', 'mnday', '<end>']","[2, 6147, 3]"
img/insta5312,<start> BYE  <end>,"['<start>', 'bye', '<end>']","[2, 209, 3]"
img/insta5314,<start>  Chicago  <end>,"['<start>', 'chicago', '<end>']","[2, 610, 3]"
img/insta5316,<start> Repost  <end>,"['<start>', 'repost', '<end>']","[2, 230, 3]"
img/insta5317,<start> daddy's girls  <end>,"['<start>', 'daddy', ""'s"", 'girls', '<end>']","[2, 279, 437, 103, 3]"
img/insta5320,<start> Idk there's something about blondes & inseparable bonds  <end>,"['<start>', 'idk', 'there', ""'s"", 'something', 'about', 'blondes', '&', 'inseparable', 'bonds', '<end>']","[2, 1779, 201, 437, 775, 115, 1395, 25, 2278, 3857, 3]"
img/insta5321,<start> The Wagon  <end>,"['<start>', 'the', 'wagon', '<end>']","[2, 5, 2275, 3]"
img/insta5322,<start> Goin to work with mom  <end>,"['<start>', 'goin', 'to', 'work', 'with', 'mom', '<end>']","[2, 908, 9, 156, 13, 151, 3]"
img/insta5324,<start> TMFRD  <end>,"['<start>', 'tmfrd', '<end>']","[2, 6148, 3]"
img/insta5326,<start>  are a girls best friend  <end>,"['<start>', 'are', 'a', 'girls', 'best', 'friend', '<end>']","[2, 43, 8, 103, 47, 107, 3]"
img/insta5327,<start> when your brother buys you aquazurra  <end>,"['<start>', 'when', 'your', 'brother', 'buys', 'you', 'aquazurra', '<end>']","[2, 57, 49, 215, 6149, 7, 6150, 3]"
img/insta5328,<start> quick snack stop   <end>,"['<start>', 'quick', 'snack', 'stop', '<end>']","[2, 954, 1004, 200, 3]"
img/insta5329,<start> Secret Projects   <end>,"['<start>', 'secret', 'projects', '<end>']","[2, 654, 2877, 3]"
img/insta5330,<start> Big a$$ cotton candy  <end>,"['<start>', 'big', 'a', '$', '$', 'cotton', 'candy', '<end>']","[2, 105, 8, 1838, 1838, 1811, 401, 3]"
img/insta5332,<start> LaJolla  <end>,"['<start>', 'lajolla', '<end>']","[2, 3858, 3]"
img/insta5335,<start> We are overrrr this fkingggg road trip  <end>,"['<start>', 'we', 'are', 'overrrr', 'this', 'fkingggg', 'road', 'trip', '<end>']","[2, 34, 43, 6151, 16, 6152, 356, 329, 3]"
img/insta5336,<start> what are u doing in there norm!  <end>,"['<start>', 'what', 'are', 'u', 'doing', 'in', 'there', 'norm', '!', '<end>']","[2, 46, 43, 35, 446, 10, 201, 6155, 133, 3]"
img/insta5338,<start> Timberland.  <end>,"['<start>', 'timberland', '.', '<end>']","[2, 6154, 1, 3]"
img/insta5339,<start> Move Forward  <end>,"['<start>', 'move', 'forward', '<end>']","[2, 1242, 1073, 3]"
img/insta5342,<start> Norman says he doesn't like his new bag very much  <end>,"['<start>', 'norman', 'says', 'he', 'does', ""n't"", 'like', 'his', 'new', 'bag', 'very', 'much', '<end>']","[2, 1085, 893, 161, 457, 1, 37, 134, 23, 877, 269, 79, 3]"
img/insta5343,<start> Waiting  <end>,"['<start>', 'waiting', '<end>']","[2, 326, 3]"
img/insta5344,<start> watching da sunset  <end>,"['<start>', 'watching', 'da', 'sunset', '<end>']","[2, 195, 181, 448, 3]"
img/insta5345,<start> these grocery bags match my fly  <end>,"['<start>', 'these', 'grocery', 'bags', 'match', 'my', 'fly', '<end>']","[2, 75, 2279, 1823, 777, 4, 671, 3]"
img/insta5348,<start> morning norm  <end>,"['<start>', 'morning', 'norm', '<end>']","[2, 55, 6155, 3]"
img/insta5349,<start> hehe  <end>,"['<start>', 'hehe', '<end>']","[2, 693, 3]"
img/insta5352,<start> Norman taking in the sun  <end>,"['<start>', 'norman', 'taking', 'in', 'the', 'sun', '<end>']","[2, 1085, 547, 10, 5, 348, 3]"
img/insta5353,<start> goodnight bby  <end>,"['<start>', 'goodnight', 'bby', '<end>']","[2, 262, 2280, 3]"
img/insta5354,<start> dreams do come true  <end>,"['<start>', 'dreams', 'do', 'come', 'true', '<end>']","[2, 528, 65, 172, 293, 3]"
img/insta5356,<start> partying with daddy  <end>,"['<start>', 'partying', 'with', 'daddy', '<end>']","[2, 6156, 13, 279, 3]"
img/insta5358,<start> who's your date now  <end>,"['<start>', 'who', ""'s"", 'your', 'date', 'now', '<end>']","[2, 94, 437, 49, 220, 45, 3]"
img/insta5359,<start> her  <end>,"['<start>', 'her', '<end>']","[2, 85, 3]"
img/insta5362,<start> Makeup run with  <end>,"['<start>', 'makeup', 'run', 'with', '<end>']","[2, 336, 466, 13, 3]"
img/insta5363,<start> I often shop in the men's section lol  <end>,"['<start>', 'i', 'often', 'shop', 'in', 'the', 'men', ""'s"", 'section', 'lol', '<end>']","[2, 6, 3859, 577, 10, 5, 6217, 437, 3860, 53, 3]"
img/insta5365,<start> makeup by   <end>,"['<start>', 'makeup', 'by', '<end>']","[2, 336, 28, 3]"
img/insta5369,<start> Mm remember what we were talking about   <end>,"['<start>', 'mm', 'remember', 'what', 'we', 'were', 'talking', 'about', '<end>']","[2, 3861, 652, 46, 34, 179, 1400, 115, 3]"
img/insta5370,<start> kristmas kris's  <end>,"['<start>', 'kristmas', 'kris', ""'s"", '<end>']","[2, 6158, 1232, 437, 3]"
img/insta5371,<start> & Goodnight  <end>,"['<start>', '&', 'goodnight', '<end>']","[2, 25, 262, 3]"
img/insta5372,<start> Dinner Khloes   <end>,"['<start>', 'dinner', 'khloes', '<end>']","[2, 127, 2274, 3]"
img/insta5373,<start> 4u  <end>,"['<start>', '4u', '<end>']","[2, 6160, 3]"
img/insta5376,<start> LOVE  <end>,"['<start>', 'love', '<end>']","[2, 11, 3]"
img/insta5377,<start> Thank you  link in bio  <end>,"['<start>', 'thank', 'you', 'link', 'in', 'bio', '<end>']","[2, 27, 7, 135, 10, 142, 3]"
img/insta5378,<start> WHY  <end>,"['<start>', 'why', '<end>']","[2, 257, 3]"
img/insta5380,<start> reunited with honey bunny  <end>,"['<start>', 'reunited', 'with', 'honey', 'bunny', '<end>']","[2, 503, 13, 995, 1198, 3]"
img/insta5381,<start> RIP Eric Garner  <end>,"['<start>', 'rip', 'eric', 'garner', '<end>']","[2, 537, 6161, 3862, 3]"
img/insta5382,<start> dads  <end>,"['<start>', 'dads', '<end>']","[2, 2281, 3]"
img/insta5384,<start> I love u 2  <end>,"['<start>', 'i', 'love', 'u', '2', '<end>']","[2, 6, 11, 35, 93, 3]"
img/insta5387,<start> straight outta bed   <end>,"['<start>', 'straight', 'outta', 'bed', '<end>']","[2, 1005, 1387, 626, 3]"
img/insta5388,<start> Anastasia Anastasia's  <end>,"['<start>', 'anastasia', 'anastasia', ""'s"", '<end>']","[2, 3863, 3863, 437, 3]"
img/insta5389,<start> they r perfect   <end>,"['<start>', 'they', 'r', 'perfect', '<end>']","[2, 128, 368, 469, 3]"
img/insta5391,<start> Justine with the pics  <end>,"['<start>', 'justine', 'with', 'the', 'pics', '<end>']","[2, 3864, 13, 5, 339, 3]"
img/insta5392,<start> HAPPY THANKSGIVING  <end>,"['<start>', 'happy', 'thanksgiving', '<end>']","[2, 21, 1819, 3]"
img/insta5395,<start> surprise little commercial   <end>,"['<start>', 'surprise', 'little', 'commercial', '<end>']","[2, 608, 44, 6163, 3]"
img/insta5397,<start> what real love feels like  <end>,"['<start>', 'what', 'real', 'love', 'feels', 'like', '<end>']","[2, 46, 166, 11, 321, 37, 3]"
img/insta5398,<start> sisters. can't choose them.. but it sure feels like I did.  <end>,"['<start>', 'sisters', '.', 'ca', ""n't"", 'choose', 'them', '..', 'but', 'it', 'sure', 'feels', 'like', 'i', 'did', '.', '<end>']","[2, 183, 1, 2123, 1, 2889, 302, 1, 71, 20, 1052, 321, 37, 6, 239, 1, 3]"
img/insta5400,<start> the unicorn to my mermaid  <end>,"['<start>', 'the', 'unicorn', 'to', 'my', 'mermaid', '<end>']","[2, 5, 1061, 9, 4, 1612, 3]"
img/insta5401,<start> how did we end up here  <end>,"['<start>', 'how', 'did', 'we', 'end', 'up', 'here', '<end>']","[2, 77, 239, 34, 527, 29, 100, 3]"
img/insta5402,<start> HAPPY BDAY HAILZ & KHALIL  <end>,"['<start>', 'happy', 'bday', 'hailz', '&', 'khalil', '<end>']","[2, 21, 324, 2890, 25, 6164, 3]"
img/insta5403,<start> AHHH  <end>,"['<start>', 'ahhh', '<end>']","[2, 2891, 3]"
img/insta5404,<start> beanie by xx  <end>,"['<start>', 'beanie', 'by', 'xx', '<end>']","[2, 1850, 28, 818, 3]"
img/insta5406,<start> gloooomy  <end>,"['<start>', 'gloooomy', '<end>']","[2, 6165, 3]"
img/insta5408,<start> Cute x  <end>,"['<start>', 'cute', 'x', '<end>']","[2, 171, 48, 3]"
img/insta5410,<start> Dat weave tho  <end>,"['<start>', 'dat', 'weave', 'tho', '<end>']","[2, 474, 1537, 482, 3]"
img/insta5413,<start> From last night with  <end>,"['<start>', 'from', 'last', 'night', 'with', '<end>']","[2, 52, 60, 26, 13, 3]"
img/insta5416,<start> I love & miss u my little man  <end>,"['<start>', 'i', 'love', '&', 'miss', 'u', 'my', 'little', 'man', '<end>']","[2, 6, 11, 25, 58, 35, 4, 44, 131, 3]"
img/insta5418,<start> breakfast tiffanys  <end>,"['<start>', 'breakfast', 'tiffanys', '<end>']","[2, 510, 6166, 3]"
img/insta5419,<start> UNICORN X MERMAID  <end>,"['<start>', 'unicorn', 'x', 'mermaid', '<end>']","[2, 1061, 48, 1612, 3]"
img/insta5420,<start> matte  <end>,"['<start>', 'matte', '<end>']","[2, 793, 3]"
img/insta5421,<start> Happy bday  <end>,"['<start>', 'happy', 'bday', '<end>']","[2, 21, 324, 3]"
img/insta5422,<start> AHHHHHH PIAAAAA  <end>,"['<start>', 'ahhhhhh', 'piaaaaa', '<end>']","[2, 6167, 6168, 3]"
img/insta5423,<start> HAPPY BDAY T  <end>,"['<start>', 'happy', 'bday', 't', '<end>']","[2, 21, 324, 601, 3]"
img/insta5424,<start> you  <end>,"['<start>', 'you', '<end>']","[2, 7, 3]"
img/insta5426,<start> JYCE  <end>,"['<start>', 'jyce', '<end>']","[2, 6169, 3]"
img/insta5428,<start> Chicago nights   <end>,"['<start>', 'chicago', 'nights', '<end>']","[2, 610, 231, 3]"
img/insta5431,<start> Ye$$$$$$ on $ett  <end>,"['<start>', 'ye', '$', '$', '$', '$', '$', '$', 'on', '$', 'ett', '<end>']","[2, 2405, 1838, 1838, 1838, 1838, 1838, 1838, 17, 1838, 1, 3]"
img/insta5432,<start> wading till I turn blue  <end>,"['<start>', 'wading', 'till', 'i', 'turn', 'blue', '<end>']","[2, 6172, 981, 6, 749, 193, 3]"
img/insta5433,<start> kicks  <end>,"['<start>', 'kicks', '<end>']","[2, 1066, 3]"
img/insta5434,<start> a little grey never hurt nobody  <end>,"['<start>', 'a', 'little', 'grey', 'never', 'hurt', 'nobody', '<end>']","[2, 8, 44, 1237, 113, 895, 776, 3]"
img/insta5436,<start> Trick or treating earlier   <end>,"['<start>', 'trick', 'or', 'treating', 'earlier', '<end>']","[2, 3865, 146, 6173, 733, 3]"
img/insta5438,<start> promise to love you & obey & let you..  <end>,"['<start>', 'promise', 'to', 'love', 'you', '&', 'obey', '&', 'let', 'you', '..', '<end>']","[2, 1176, 9, 11, 7, 25, 3866, 25, 192, 7, 1, 3]"
img/insta5439,<start> Kylizzle X  <end>,"['<start>', 'kylizzle', 'x', '<end>']","[2, 2892, 48, 3]"
img/insta5441,<start> squishy nose  <end>,"['<start>', 'squishy', 'nose', '<end>']","[2, 6174, 1851, 3]"
img/insta5442,<start> quick girls lunch home   <end>,"['<start>', 'quick', 'girls', 'lunch', 'home', '<end>']","[2, 954, 103, 456, 80, 3]"
img/insta5443,<start> happy birthday daddio I love you  <end>,"['<start>', 'happy', 'birthday', 'daddio', 'i', 'love', 'you', '<end>']","[2, 21, 39, 6175, 6, 11, 7, 3]"
img/insta5444,<start> i love you  <end>,"['<start>', 'i', 'love', 'you', '<end>']","[2, 6, 11, 7, 3]"
img/insta5447,<start> in lve  <end>,"['<start>', 'in', 'lve', '<end>']","[2, 10, 6176, 3]"
img/insta5449,<start> in our next life  <end>,"['<start>', 'in', 'our', 'next', 'life', '<end>']","[2, 10, 76, 191, 50, 3]"
img/insta5450,<start> I missed my short hair  <end>,"['<start>', 'i', 'missed', 'my', 'short', 'hair', '<end>']","[2, 6, 278, 4, 588, 83, 3]"
img/insta5451,<start> Treat yo self  <end>,"['<start>', 'treat', 'yo', 'self', '<end>']","[2, 2834, 470, 1401, 3]"
img/insta5452,<start> missed u LA  <end>,"['<start>', 'missed', 'u', 'la', '<end>']","[2, 278, 35, 139, 3]"
img/insta5454,<start> my lady siblings  <end>,"['<start>', 'my', 'lady', 'siblings', '<end>']","[2, 4, 298, 3867, 3]"
img/insta5455,<start> da look  <end>,"['<start>', 'da', 'look', '<end>']","[2, 181, 54, 3]"
img/insta5456,<start> 1 too many selfies  <end>,"['<start>', '1', 'too', 'many', 'selfies', '<end>']","[2, 153, 97, 440, 828, 3]"
img/insta5457,<start> you don't know me  <end>,"['<start>', 'you', 'do', ""n't"", 'know', 'me', '<end>']","[2, 7, 65, 1, 90, 14, 3]"
img/insta5459,<start> Oh  <end>,"['<start>', 'oh', '<end>']","[2, 87, 3]"
img/insta5463,<start> Reunited  <end>,"['<start>', 'reunited', '<end>']","[2, 503, 3]"
img/insta5466,<start> miss my bodyguard and best friend  <end>,"['<start>', 'miss', 'my', 'bodyguard', 'and', 'best', 'friend', '<end>']","[2, 58, 4, 2772, 12, 47, 107, 3]"
img/insta5467,<start> when you can finally put your weave up in a bun  <end>,"['<start>', 'when', 'you', 'can', 'finally', 'put', 'your', 'weave', 'up', 'in', 'a', 'bun', '<end>']","[2, 57, 7, 101, 781, 404, 49, 1537, 29, 10, 8, 6177, 3]"
img/insta5468,<start> khloes glam room  <end>,"['<start>', 'khloes', 'glam', 'room', '<end>']","[2, 2274, 147, 307, 3]"
img/insta5469,<start> when your weave blows in the wind  <end>,"['<start>', 'when', 'your', 'weave', 'blows', 'in', 'the', 'wind', '<end>']","[2, 57, 49, 1537, 3868, 10, 5, 1224, 3]"
img/insta5471,<start> Pug Lyfe  <end>,"['<start>', 'pug', 'lyfe', '<end>']","[2, 6178, 2893, 3]"
img/insta5472,<start> Babies  <end>,"['<start>', 'babies', '<end>']","[2, 199, 3]"
img/insta5473,<start> look who I ran into  <end>,"['<start>', 'look', 'who', 'i', 'ran', 'into', '<end>']","[2, 54, 94, 6, 782, 227, 3]"
img/insta5474,<start> ...  <end>,"['<start>', '...', '<end>']","[2, 1, 3]"
img/insta5475,<start> I love blondes.   <end>,"['<start>', 'i', 'love', 'blondes', '.', '<end>']","[2, 6, 11, 1395, 1, 3]"
img/insta5476,<start> About time   <end>,"['<start>', 'about', 'time', '<end>']","[2, 115, 42, 3]"
img/insta5481,<start> Shame on me for changing Shame on you for staying the same  <end>,"['<start>', 'shame', 'on', 'me', 'for', 'changing', 'shame', 'on', 'you', 'for', 'staying', 'the', 'same', '<end>']","[2, 2856, 17, 14, 15, 2894, 2856, 17, 7, 15, 3869, 5, 612, 3]"
img/insta5482,<start> Help me take off my balmainnnnn sweatttttssss PS  <end>,"['<start>', 'help', 'me', 'take', 'off', 'my', 'balmainnnnn', 'sweatttttssss', 'ps', '<end>']","[2, 538, 14, 159, 122, 4, 6179, 6180, 3870, 3]"
img/insta5483,<start> I live for u  <end>,"['<start>', 'i', 'live', 'for', 'u', '<end>']","[2, 6, 92, 15, 35, 3]"
img/insta5484,<start> emptiness we created  <end>,"['<start>', 'emptiness', 'we', 'created', '<end>']","[2, 6181, 34, 2874, 3]"
img/insta5485,<start> don't step on my givenchys  <end>,"['<start>', 'do', ""n't"", 'step', 'on', 'my', 'givenchys', '<end>']","[2, 65, 1, 1096, 17, 4, 6182, 3]"
img/insta5486,<start> Dream Team  <end>,"['<start>', 'dream', 'team', '<end>']","[2, 317, 180, 3]"
img/insta5487,<start> topszn  <end>,"['<start>', 'topszn', '<end>']","[2, 6183, 3]"
img/insta5489,<start> wake me when we're there  <end>,"['<start>', 'wake', 'me', 'when', 'we', ""'re"", 'there', '<end>']","[2, 546, 14, 57, 34, 1, 201, 3]"
img/insta5490,<start> Jordizzle & Kylizzle  <end>,"['<start>', 'jordizzle', '&', 'kylizzle', '<end>']","[2, 6184, 25, 2892, 3]"
img/insta5491,<start> This new phone tho   <end>,"['<start>', 'this', 'new', 'phone', 'tho', '<end>']","[2, 16, 23, 750, 482, 3]"
img/insta5492,<start> KW  <end>,"['<start>', 'kw', '<end>']","[2, 3871, 3]"
img/insta5493,<start> WCW   <end>,"['<start>', 'wcw', '<end>']","[2, 846, 3]"
img/insta5494,<start> Dat weave tho  <end>,"['<start>', 'dat', 'weave', 'tho', '<end>']","[2, 474, 1537, 482, 3]"
img/insta5495,<start> i miss you man   <end>,"['<start>', 'i', 'miss', 'you', 'man', '<end>']","[2, 6, 58, 7, 131, 3]"
img/insta5496,<start> just really gettin up tho  <end>,"['<start>', 'just', 'really', 'gettin', 'up', 'tho', '<end>']","[2, 31, 283, 709, 29, 482, 3]"
img/insta5498,<start> try meeeee   <end>,"['<start>', 'try', 'meeeee', '<end>']","[2, 678, 6185, 3]"
img/insta5500,<start>  bae creepin  <end>,"['<start>', 'bae', 'creepin', '<end>']","[2, 266, 2895, 3]"
img/insta5501,<start> hi  <end>,"['<start>', 'hi', '<end>']","[2, 102, 3]"
img/insta5502,<start> the other night  <end>,"['<start>', 'the', 'other', 'night', '<end>']","[2, 5, 361, 26, 3]"
img/insta5503,<start> but when we're good.. we're really good  <end>,"['<start>', 'but', 'when', 'we', ""'re"", 'good', '..', 'we', ""'re"", 'really', 'good', '<end>']","[2, 71, 57, 34, 1, 33, 1, 34, 1, 283, 33, 3]"
img/insta5504,<start> ridin with my stassiebaby  <end>,"['<start>', 'ridin', 'with', 'my', 'stassiebaby', '<end>']","[2, 1382, 13, 4, 6186, 3]"
img/insta5505,<start> Booz  <end>,"['<start>', 'booz', '<end>']","[2, 6187, 3]"
